phylum,class,order,family,genus,species,common_name,species_type,dive_location,latitude,longitude,lcode,rw_number,survey_date,drange1,drange2
Porifera,Demospongiae,Dendroceratida,Darwinellidae,Dendrilla,rosea,Rose Sponge,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Anthothoe,albocincta,Orange and White Striped Anenome (Striped Anemone),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,frontalis,Common Hermit Crab (aka. Smooth Hermit Crab),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Arthropoda,Malacostraca,Decapoda,Plagusiidae,Guinusia,chabrus,Red Bait Crab,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Mollusca,Gastropoda,,Fasciolariidae,Australaria,australasia,Tulip Shell,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Mollusca,Gastropoda,,Phasianellidae,Phasianella,australis,Pheasant Snail,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,maculosa,Blue-ringed Octopus,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Echinodermata,Asteroidea,Valvatida,Asterinidae,Meridiastra,gunnii,Purple sea star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,muricata,Eleven Armed Sea Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Echinodermata,Ophiuroidea,Ophiurida,Ophionereididae,Ophionereis,schayeri,Banded Brittle Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania,momus,Red-throat Sea Squirt,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Sycozoa,cerebriformis,Brain Sea Squirt,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis,pyrifera,String Kelp,Marine Plants,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Ochrophyta,Phaeophyceae,Fucales,Seirococcaceae,Seirococcus,axillaris,Seirococcus,Marine Plants,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,sp.,Sargassum,Marine Plants,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Cystophora,sp.,Cystophora,Marine Plants,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,sp.,Fern Weed,Marine Plants,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,sp.,Sea Velvet,Marine Plants,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Tracheophyta,,Alismatales,Cymodoceaceae,Amphibolis,antartica,Sea Nymph,Marine Plants,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Apogonidae,Vincentia,conspersa,Southern Cardinal Fish (aka. Southern Gobbleguts),Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Gerreidae,Parequula,melbournensis,Silverbelly,Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,multiradiata,Common Bullseye,Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Atypichthys,strigatus,Mado,Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Dactylophora,nigricans,Dusky Morwong,Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Perciformes,Odacidae,Haletta,semifasciata,Blue Weed Whiting (aka Blue Rock Whiting),Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Acanthaluteres,spilomelanurus,Bridled Leatherjacket,Fish Species,Flinders pier,-38.4758,145.0287,51,345,19/11/2013,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,aurita,Shaws cowfish,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Perciformes,Enoplosidae,Enoplosus,armatus,Old Wife,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,fuscus,Red Morwong,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Dactylophora,nigricans,Dusky Morwong,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Perciformes,Latrididae,Latridopsis,foresteri,Bastard Trumpeter,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,fucicola,Saddled Wrasse,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,freycineti,Six Spined Leatherjacket,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,hippocrepis,Horseshoe Leatherjacket,Fish Species,Flinders pier,-38.4758,145.0287,51,169,23/11/2013,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Dactylophora,nigricans,Dusky Morwong,Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,lineolata,Silver Sweep,Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Perciformes,Enoplosidae,Enoplosus,armatus,Old Wife,Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Perciformes,Latrididae,Latridopsis,foresteri,Bastard Trumpeter,Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,fucicola,Saddled Wrasse,Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Perciformes,Odacidae,Olisthops,cyanomelas,Herring Cale,Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,freycineti,Six Spined Leatherjacket,Fish Species,Flinders pier,-38.4758,145.0287,51,69,30/11/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Tetractenos,glaber,Smooth Toadfish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Porifera,Demospongiae,Dendroceratida,Darwinellidae,Dendrilla,rosea,Rose Sponge,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,bergquistae,Golfball Sponge,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,frontalis,Common Hermit Crab (aka. Smooth Hermit Crab),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Mollusca,Gastropoda,,Haliotidae,Haliotis,rubra,Blacklip Abalone,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Mollusca,Gastropoda,,Fasciolariidae,Australaria,australasia,Tulip Shell,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Mollusca,Gastropoda,,Phasianellidae,Phasianella,australis,Pheasant Snail,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Mollusca,Gastropoda,Nudibranchia,Polyceridae,Tambja,verconis,Vercos Nudibranch (aka. Blue-yellow Sea Slug),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,maculosa,Blue-ringed Octopus,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,australis,Biscuit Sea Star (aka. Lesser Biscuit Star),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,magnifica,Greater Biscuit Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,muricata,Eleven Armed Sea Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Uniophora,granifera,Knobby Sea Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,australis,Sea Tulip,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania,momus,Red-throat Sea Squirt,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Sycozoa,cerebriformis,Brain Sea Squirt,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Elasmobranchii,Myliobatiformes,Dasyatididae,Dasyatis,thetidis,Smooth Stingray (aka.Black Stingray),Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Gerreidae,Parequula,melbournensis,Silverbelly,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,multiradiata,Common Bullseye,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Atypichthys,strigatus,Mado,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Dactylophora,nigricans,Dusky Morwong,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Perciformes,Odacidae,Haletta,semifasciata,Blue Weed Whiting (aka Blue Rock Whiting),Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Acanthaluteres,spilomelanurus,Bridled Leatherjacket,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,hippocrepis,Horseshoe Leatherjacket,Fish Species,Flinders pier,-38.4758,145.0287,51,345,17/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Tetractenos,glaber,Smooth Toadfish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Porifera,Demospongiae,Dendroceratida,Darwinellidae,Dendrilla,rosea,Rose Sponge,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Anthothoe,albocincta,Orange and White Striped Anenome (Striped Anemone),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,frontalis,Common Hermit Crab (aka. Smooth Hermit Crab),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Mollusca,Gastropoda,,Haliotidae,Haliotis,rubra,Blacklip Abalone,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Mollusca,Gastropoda,,Haliotidae,Haliotis,laevigata,Greenlip Abablone,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Mollusca,Gastropoda,,Fasciolariidae,Australaria,australasia,Tulip Shell,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Mollusca,Gastropoda,,Phasianellidae,Phasianella,australis,Pheasant Snail,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Mollusca,Gastropoda,Nudibranchia,Polyceridae,Tambja,verconis,Vercos Nudibranch (aka. Blue-yellow Sea Slug),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,maculosa,Blue-ringed Octopus,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,australis,Biscuit Sea Star (aka. Lesser Biscuit Star),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Echinodermata,Asteroidea,Valvatida,Asterinidae,Meridiastra,gunnii,Purple sea star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,muricata,Eleven Armed Sea Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Uniophora,granifera,Knobby Sea Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Echinodermata,Ophiuroidea,Ophiurida,Ophionereididae,Ophionereis,schayeri,Banded Brittle Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Echinodermata,Crinoidea,Comatulida,Comatulidae,Cenolia,trichoptera,Orange Feather Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,erythrogramma,Common Sea Urchin,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,australis,Sea Tulip,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania,momus,Red-throat Sea Squirt,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Sycozoa,cerebriformis,Brain Sea Squirt,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Elasmobranchii,Squatiniformes,Squatinidae,Squantina,australis,Angelshark,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Tracheophyta,,Alismatales,Cymodoceaceae,Amphibolis,antartica,Sea Nymph,Marine Plants,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Elasmobranchii,Myliobatiformes,Dasyatididae,Dasyatis,thetidis,Smooth Stingray (aka.Black Stingray),Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Syngnathiformes,Sygnathidae,Phyllopteryx,taeniolatus,Common Seadragon (aka. Weedy Seadragon),Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Scorpaeniformes,Platycephalidae,Platycephalus,bassensis,Southern Sand Flathead (aka.Sand Flathead),Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Dinolestidae,Dinolestes,lewini,Longfin Pike,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Gerreidae,Parequula,melbournensis,Silverbelly,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Mullidae,Upeneichthys,lineatus,Blue-lined Goatfish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Pempheridae,Pempheris,multiradiata,Common Bullseye,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Scorpis,aequipinnis,Sea Sweep,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Tilodon,sexfasciatus,Moonlighter,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Kyphosidae,Atypichthys,strigatus,Mado,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Enoplosidae,Enoplosus,armatus,Old Wife,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Cheilodactylus,nigripes,Magpie Perch (aka. Magpie Morwong),Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Cheilodactylidae,Dactylophora,nigricans,Dusky Morwong,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Pomacentridae,Parma,victoriae,Scalyfin,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Labridae,Notolabrus,tetricus,Blue - Throated Wrasse,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Perciformes,Odacidae,Neoodax,balteatus,Little Rock Whiting,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Acanthaluteres,spilomelanurus,Bridled Leatherjacket,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Eubalichthys,mosaicus,Mosaic Leatherjacket,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Monocanthidae,Meuschenia,hippocrepis,Horseshoe Leatherjacket,Fish Species,Flinders pier,-38.4758,145.0287,51,345,24/12/2013,0,5
Chordata,Actinopteri,Tetraodontiformes,Aracanidae,Aracana,ornata,Ornate Cowfish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Cnidaria,Anthozoa,Actiniaria,Actiniidae,Phlyctenactis,tuberculosa,Orange Wandering,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Mollusca,Gastropoda,Nudibranchia,Polyceridae,Tambja,verconis,Vercos Nudibranch (aka. Blue-yellow Sea Slug),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Ceratosoma,brevicaudatum,Short-tailed Nudibranch(aka.Short-tailed Seaslug),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Chordata,Elasmobranchii,Myliobatiformes,Dasyatididae,Dasyatis,thetidis,Smooth Stingray (aka.Black Stingray),Fish Species,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Chordata,Actinopteri,Scorpaeniformes,Aploactinidae,Aploactisoma,milesii,Velvetfish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Chordata,Actinopteri,Perciformes,Enoplosidae,Enoplosus,armatus,Old Wife,Fish Species,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Chordata,Actinopteri,Perciformes,Latrididae,Latridopsis,foresteri,Bastard Trumpeter,Fish Species,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Omegophora,armilla,Ringed Toadfish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Chordata,Actinopteri,Tetraodontiformes,Diodontidae,Diodon,nichthemerus,Globefish,Fish Species,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Porifera,Demospongiae,Dendroceratida,Darwinellidae,Dendrilla,rosea,Rose Sponge,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Cnidaria,Anthozoa,Actiniaria,Sagartiidae,Anthothoe,albocincta,Orange and White Striped Anenome (Striped Anemone),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Annelida,Polychaeta,Sabellida,Sabellidae,Sabellastarte,sp.,Featherduster Worm,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,frontalis,Common Hermit Crab (aka. Smooth Hermit Crab),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Mollusca,Gastropoda,,Haliotidae,Haliotis,rubra,Blacklip Abalone,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Mollusca,Gastropoda,,Fasciolariidae,Australaria,australasia,Tulip Shell,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Mollusca,Gastropoda,,Phasianellidae,Phasianella,australis,Pheasant Snail,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,maculosa,Blue-ringed Octopus,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,australis,Biscuit Sea Star (aka. Lesser Biscuit Star),Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
Echinodermata,Asteroidea,Valvatida,Goniasteridae,Tosia,magnifica,Greater Biscuit Star,Invertebrates,Flinders pier,-38.4758,145.0287,51,345,14/01/2014,0,5
